id,overview,genres
8308,chronicl one pioneer internet commerc wrestl moral struggl drown sea conmen mobster drug addict pornstar ,"Drama, Comedy, Crime"
8309,take place event incred 2 mode babysit ,"Animation, Comedy, Family, Science Fiction"
8310,investig report bli mission expos deplor condit mistreat patient notori women lunat asylum feign mental ill order institution report insid movi account actual event surround stay begin undergon treatment leav recollect came asylum real ident ,Thriller
8311,two teenag girl differ world littl christma magic find much common ever imagin ,Family
8312,zim discov almighti leader never intent come earth lose confid first time life big break human nemesi dib wait ,"Family, Animation, Comedy, Science Fiction, TV Movie"
8313,contract killer becom reverend la church cult leader minion kidnap daughter blind vengeanc cut bloodi path across citi thing stop newfound faith ,Action
8314,two cop given dirti job stake home escap convict ex girlfriend beauti girlfriend accident meet fall love confess convict appear betray ,"Action, Comedy, Romance"
8315,rivalri manipul boss advertis agenc talent protégé escal steal credit public humili murder ,"Thriller, Drama, Crime, Mystery"
8316,twist modern film version dicken bestsel polanski adapt classic dicken tale orphan meet pickpocket street london join household boy train steal master ,"Crime, Drama, Family"
8317,gibb greatest challeng find way buy car discov odd wristwatch amidst father variou invent slip someth strang happen world around seem come stop everyth everybodi frozen time quickli learn manipul devic quick wit beauti new friend start real fun ,"Adventure, Family, Science Fiction, Thriller"
8318,warsaw poland cuban missil crisi 1962 manski troubl math geniu former us chess champion recruit hold danger public match soviet champion play deadli game espionag hidden darkest shadow hostil territori ,"Drama, Thriller"
8319,lone man asperg syndrom develop relationship upstair neighbor ,"Drama, Romance"
8320,whirlwind courtship retir movi star wild prepar marri fourth husband renown english writer alcott spark soon begin fli first ex guest arriv estat weekend get togeth ,"Comedy, Romance"
8321,investig nois hous one balmi texa night 1989 put bullet brain low life burglar although hail small town hero soon find fear famili safeti ex con father roll town hell bent reveng ,"Drama, Thriller"
8322,rememb mayb dream day night follow hous wood get crowd mysteri visitor littl dragon move tini unsteadi step dark memori humanist vision ortes echo collect dream guest drug rehabilit center ,Drama
8323,prostitut found dead lo angel skyscrap occupi larg japanes corpor detect call investig although previou experi work japan cultur differ make progress difficult secur disc show murder turn close scrutini prove disc doctor detect realiz deal cover well ,"Action, Drama, Thriller"
8324,ancient tribe attempt sacrific sanna offer sun god save tribe dinosaur young man anoth tribe save sanna take along ,"Adventure, Fantasy, Science Fiction"
8325,new year insid polic station close good offic roenick must cobbl togeth forc made cop crimin save mob look kill mobster ,"Thriller, Action, Adventure, Crime"
8326,1941 hawaii privat cruelli punish box unit team captain wife second command fall love ,"War, Romance, Drama"
8327,ryden malbi master plan graduat colleg get great job hang best friend find perfect guy plan spin hilari control forc move back home eccentr famili ,"Comedy, Drama"
8328,clinic depress teenag get new start check adult psychiatr ward ,"Comedy, Drama"
8329,1980 drummer abandon band becom rock superstar twenti year later drummer see second chanc stardom aris ask perform teenag nephew high school rock band ,"Comedy, Music"
8330,air forc gruver brando reassign japanes air base confront us racial prejudic japanes peopl issu compound number soldier becom romant involv japanes women defianc us militari polici ordinarili offic book gruver must take posit buddi enlist man button fall love japanes woman katsumi miyoshi umeki marri gruver risk posit serv best man wed ceremoni ,"Drama, Romance"
8331,quick courtship two lover hastili decid tie knot first year marriag unfold temptat incompat put relationship jeopardi ,"Comedy, Romance"
8332,polic forc remot midwestern town search killer santa pick citizen christma ,"Comedy, Horror, Thriller, Mystery"
8333,real time account event unit flight 93 one plane hijack 9 11 crash near shanksvil pennsylvania passeng foil terrorist plot ,"Drama, History, Crime, Thriller, Action"
8334,hammond sentenc life prison manag escap get away polic take girl hostag drive car girl happen daughter one richest men state car chase broadcast live everi tv channel ,"Adventure, Comedy, Action, Crime"
8335,chanel dorinda aqua india star bollywood movi discov compet get role movi cheetah break ,"Family, Comedy, Drama, Music, TV Movie"
8336,19 year old burn unexpectedli return home famili suburban home christma morn mother reliev welcom wari son stay clean turbul 24 hour new truth reveal mother undi love son test everyth power keep safe ,Drama
8337,best friend galleria chanel dorinda aqua k girl band cheetah get opportun lifetim strut way barcelona spain perform intern music festiv along way amiga cheetah learn although path lucki one anoth journey ,"Family, Comedy, Drama, Music, TV Movie"
8338,learn termin ill wife six month live man welcom support best friend move home help ,"Drama, Romance"
8339,garden east l struggl keep son away gang immigr agent travel across town perform landscap work citi wealthi landown ,Drama
8340,move la vega hope becom famou magician get waylaid natur gift place black male stripper chocol chip ,Comedy
8341,night five coupl separ sexual adventur friend year want string good time marri celebr birthday mar angst miscommun exe make sure work togeth first date gord invit roommat join time coupl gone prelud foreplay sex interlud orgasm afterglow answer basic question sex anonym bore marriag realli finish anyon tell truth make someon happi ,"Comedy, Drama, Romance"
8342,disneynatur eleph follow african eleph spirit son jomo herd make epic journey hundr mile across vast kalahari desert led great matriarch gaia famili face brutal heat dwindl resourc persist predat follow ancestor footstep quest reach lush green paradis ,"Documentary, Family"
8343,fourteen year old nim determin ever protect island wildlif call home face resort develop anim poacher soon realiz depend anim cohort alon must make first human friend run away island mainland save home ,"Family, Adventure"
8344,colleg jock rule school hous high alpha beta fratern group social challeng misfit tri go greek instantli reject everi hous campu decid start fratern protect outcast brother campu nerd soon find battl royal alpha beta tri crush new rival ,Comedy
8345,follow four young women prepar rush univers alabama 2022 viral backdrop bamarush tiktok long held tradit soror recruit univers alabama film explor emot complex high stake belong crucial window womanhood ,Documentary
8346,inspir actual event group fame obsess teenag use internet track whereabout famou celebr rob home rich ,"Drama, Crime"
8347,architect desir speak wife beyond grave use evp electron voic phenomenon becom obsess supernatur repercuss ,"Drama, Horror, Thriller"
8348,lefevr boxer paid marseil mobster take dive win fight attempt flee america mobster girlfriend plan fail seek escap join foreign legion part legion tangl abus lieuten steinkampf bond legionnair mackintosh rosetti ,"Action, War, Adventure, History"
8349,holiday season anim central zoo prepar christma privat youngest penguin notic polar alon assur nobodi spend christma alon privat goe citi last minut christma shop along way get stuf stock ,"Animation, Comedy, Family"
8350,work increasingli take away three men help bring daughter decid move england take three men heartbroken lose two import femal live ,"Family, Comedy"
